onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.008	1.993	12.000	2.000	ex_stim	iaps	1750	8.28	4.1
16.397	1.991	16.368	2.000	ex_stim	iaps	5982	7.61	4.51
21.325	1.995	21.297	2.000	in_stim	iaps	2210	4.38	3.56
23.320	1.993	23.297	2.000	in_prep	n/a	n/a	n/a	n/a
25.313	8.005	25.297	8.000	in_feel	n/a	n/a	n/a	n/a
35.546	1.994	35.528	2.000	in_stim	iaps	1630	7.26	4.45
37.540	1.991	37.528	2.000	in_prep	n/a	n/a	n/a	n/a
39.531	8.031	39.528	8.000	in_feel	n/a	n/a	n/a	n/a
52.763	1.991	52.726	2.000	ex_stim	iaps	2540	7.63	3.97
58.533	1.991	58.518	2.000	ex_stim	iaps	9120	3.2	5.77
62.818	1.990	62.784	2.000	ex_stim	iaps	4641	7.2	5.43
70.712	1.991	70.686	2.000	ex_stim	iaps	7100	5.24	2.89
75.942	1.992	75.906	2.000	ex_stim	iaps	2520	4.13	4.22
80.767	1.998	80.740	2.000	ex_stim	iaps	1050	3.46	6.87
87.218	1.991	87.202	2.000	in_stim	iaps	5623	7.19	5.67
89.209	2.000	89.202	2.000	in_prep	n/a	n/a	n/a	n/a
91.209	8.004	91.202	8.000	in_feel	n/a	n/a	n/a	n/a
104.376	2.025	104.377	2.000	in_stim	iaps	1710	8.34	5.41
106.401	1.990	106.377	2.000	in_prep	n/a	n/a	n/a	n/a
108.391	8.000	108.377	8.000	in_feel	n/a	n/a	n/a	n/a
121.081	1.992	121.066	2.000	in_stim	iaps	9623	3.04	6.05
123.073	1.991	123.066	2.000	in_prep	n/a	n/a	n/a	n/a
125.064	7.997	125.066	8.000	in_feel	n/a	n/a	n/a	n/a
135.928	2.025	135.927	2.000	ex_stim	iaps	4503	6	4.93
142.655	1.991	142.639	2.000	ex_stim	iaps	9832	2.94	4.46
147.079	1.991	147.055	2.000	ex_stim	iaps	9360	4.03	2.63
153.861	1.991	153.832	2.000	ex_stim	iaps	7175	4.87	1.72
161.088	1.994	161.076	2.000	ex_stim	iaps	4619	6.46	5.09
168.955	1.991	168.939	2.000	ex_stim	iaps	3310	4.37	5.43
176.261	1.994	176.255	2.000	ex_stim	iaps	1022	4.26	6.02
183.788	1.991	183.780	2.000	ex_stim	iaps	2020	5.68	3.34
190.064	1.993	190.061	2.000	ex_stim	iaps	6300	2.59	6.61
197.757	1.991	197.739	2.000	ex_stim	iaps	7211	4.81	4.2
202.144	1.996	202.128	2.000	ex_stim	iaps	9331	2.87	3.85
206.502	1.990	206.496	2.000	ex_stim	iaps	9622	3.1	6.26
213.317	1.992	213.305	2.000	in_stim	iaps	1610	7.82	3.08
215.309	2.001	215.305	2.000	in_prep	n/a	n/a	n/a	n/a
217.310	7.996	217.305	8.000	in_feel	n/a	n/a	n/a	n/a
227.836	1.991	227.816	2.000	ex_stim	iaps	4531	5.81	4.28
234.354	1.991	234.350	2.000	ex_stim	iaps	3250	3.78	6.29
242.283	1.992	242.263	2.000	in_stim	iaps	3170	1.46	7.21
244.275	1.989	244.263	2.000	in_prep	n/a	n/a	n/a	n/a
246.264	7.997	246.263	8.000	in_feel	n/a	n/a	n/a	n/a
257.534	1.989	257.531	2.000	ex_stim	iaps	9254	2.03	6.04
263.814	1.990	263.812	2.000	ex_stim	iaps	8475	4.85	6.52
269.010	2.025	269.024	2.000	ex_stim	iaps	4626	7.6	5.78
274.375	1.991	274.371	2.000	in_stim	iaps	5972	3.85	6.34
276.366	2.005	276.371	2.000	in_prep	n/a	n/a	n/a	n/a
