onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.018	2.006	12.000	2.000	in_stim	iaps	5510	5.15	2.82
14.024	2.004	14.000	2.000	in_prep	n/a	n/a	n/a	n/a
16.028	7.978	16.000	8.000	in_feel	n/a	n/a	n/a	n/a
26.423	2.005	26.404	2.000	ex_stim	iaps	4598	6.33	5.53
31.619	2.004	31.615	2.000	ex_stim	iaps	2040	8.17	4.64
36.113	2.004	36.117	2.000	in_stim	iaps	8033	6.66	5.01
38.117	2.016	38.117	2.000	in_prep	n/a	n/a	n/a	n/a
40.133	8.009	40.117	8.000	in_feel	n/a	n/a	n/a	n/a
52.117	2.006	52.116	2.000	in_stim	iaps	7283	5.5	3.81
54.123	2.005	54.116	2.000	in_prep	n/a	n/a	n/a	n/a
56.128	8.013	56.116	8.000	in_feel	n/a	n/a	n/a	n/a
69.181	1.989	69.162	2.000	ex_stim	iaps	7492	7.41	4.91
75.831	2.003	75.828	2.000	ex_stim	iaps	5950	5.99	6.79
82.324	2.003	82.314	2.000	ex_stim	iaps	4597	6.95	5.91
87.092	2.005	87.072	2.000	ex_stim	iaps	5010	7.14	3
92.799	1.977	92.767	2.000	ex_stim	iaps	2095	1.79	5.25
100.597	2.004	100.586	2.000	ex_stim	iaps	8158	6.53	6.49
105.159	2.004	105.126	2.000	in_stim	iaps	3063	1.49	6.35
107.163	1.969	107.126	2.000	in_prep	n/a	n/a	n/a	n/a
109.132	8.014	109.126	8.000	in_feel	n/a	n/a	n/a	n/a
121.392	2.004	121.364	2.000	ex_stim	iaps	2217	6.24	4.08
125.572	2.003	125.555	2.000	in_stim	iaps	9322	2.24	5.73
127.575	2.000	127.555	2.000	in_prep	n/a	n/a	n/a	n/a
129.575	8.017	129.555	8.000	in_feel	n/a	n/a	n/a	n/a
140.353	2.000	140.337	2.000	ex_stim	iaps	2352	6.94	4.99
146.390	2.003	146.371	2.000	ex_stim	iaps	8190	8.1	6.28
152.096	2.005	152.067	2.000	ex_stim	iaps	1301	3.7	5.77
159.794	2.014	159.784	2.000	ex_stim	iaps	9415	2.82	4.91
166.230	2.003	166.213	2.000	ex_stim	iaps	9184	2.47	5.75
171.755	2.002	171.736	2.000	ex_stim	iaps	5760	8.05	3.22
176.003	2.003	175.971	2.000	ex_stim	iaps	1620	7.37	3.54
182.183	1.969	182.144	2.000	ex_stim	iaps	5833	8.22	5.71
188.260	2.032	188.249	2.000	ex_stim	iaps	6550	2.73	7.09
195.863	2.003	195.835	2.000	ex_stim	iaps	5395	5.34	4.23
202.806	2.004	202.775	2.000	ex_stim	iaps	8200	7.54	6.35
209.197	2.012	209.164	2.000	ex_stim	iaps	3102	1.4	6.58
216.634	1.968	216.586	2.000	ex_stim	iaps	6563	1.77	6.85
221.020	2.014	220.992	2.000	in_stim	iaps	7010	4.94	1.76
223.034	2.005	222.992	2.000	in_prep	n/a	n/a	n/a	n/a
225.039	7.980	224.992	8.000	in_feel	n/a	n/a	n/a	n/a
237.235	2.004	237.216	2.000	ex_stim	iaps	2222	7.11	4.08
242.448	2.002	242.427	2.000	in_stim	iaps	8341	6.25	6.4
244.450	2.001	244.427	2.000	in_prep	n/a	n/a	n/a	n/a
246.451	7.999	246.427	8.000	in_feel	n/a	n/a	n/a	n/a
260.218	2.004	260.175	2.000	ex_stim	iaps	9220	2.06	4
265.884	2.003	265.853	2.000	in_stim	iaps	9145	3.2	5.05
267.887	2.004	267.853	2.000	in_prep	n/a	n/a	n/a	n/a
269.891	7.988	269.853	8.000	in_feel	n/a	n/a	n/a	n/a
279.986	2.006	279.955	2.000	ex_stim	iaps	4490	6.27	6.06
284.915	2.002	284.898	2.000	in_stim	iaps	9402	4.48	5.07
286.917	2.004	286.898	2.000	in_prep	n/a	n/a	n/a	n/a
288.921	8.012	288.898	8.000	in_feel	n/a	n/a	n/a	n/a
301.944	1.969	301.894	2.000	in_stim	iaps	6231	2.49	6.82
303.913	2.002	303.894	2.000	in_prep	n/a	n/a	n/a	n/a
305.915	8.023	305.894	8.000	in_feel	n/a	n/a	n/a	n/a
319.493	2.004	319.474	2.000	ex_stim	iaps	5020	6.32	2.63
326.439	2.005	326.397	2.000	ex_stim	iaps	4235	5.39	5.29
331.570	2.006	331.547	2.000	ex_stim	iaps	8186	7.01	6.84
338.757	2.002	338.720	2.000	ex_stim	iaps	7217	4.82	2.43
343.646	2.005	343.632	2.000	ex_stim	iaps	9102	3.34	4.84
349.831	2.003	349.818	2.000	ex_stim	iaps	3000	1.45	7.26
355.150	2.004	355.137	2.000	ex_stim	iaps	2271	4.2	3.74
361.854	2.006	361.825	2.000	ex_stim	iaps	1333	6.11	3.17
368.661	2.005	368.623	2.000	in_stim	iaps	4668	6.67	7.13
370.666	2.009	370.623	2.000	in_prep	n/a	n/a	n/a	n/a
372.675	7.988	372.623	8.000	in_feel	n/a	n/a	n/a	n/a
384.949	2.006	384.920	2.000	ex_stim	iaps	9426	3.08	5.28
391.770	1.975	391.717	2.000	ex_stim	iaps	9700	4.77	3.21
399.351	2.004	399.326	2.000	in_stim	iaps	4008	5.91	5.66
401.355	2.013	401.326	2.000	in_prep	n/a	n/a	n/a	n/a
403.368	8.010	403.326	8.000	in_feel	n/a	n/a	n/a	n/a
415.313	2.003	415.285	2.000	ex_stim	iaps	4649	5.77	5.99
420.387	2.005	420.343	2.000	ex_stim	iaps	2302	6.43	3.64
427.162	1.969	427.098	2.000	in_stim	iaps	2320	6.17	2.9
429.131	2.005	429.098	2.000	in_prep	n/a	n/a	n/a	n/a
431.136	8.026	431.098	8.000	in_feel	n/a	n/a	n/a	n/a
444.514	1.970	444.451	2.000	ex_stim	iaps	8231	3.77	5.24
452.397	2.002	452.347	2.000	ex_stim	iaps	4220	8.02	7.17
459.891	2.002	459.843	2.000	ex_stim	iaps	2795	3.92	4.7
465.459	2.003	465.397	2.000	in_stim	iaps	9000	2.55	4.06
467.462	1.970	467.397	2.000	in_prep	n/a	n/a	n/a	n/a
469.432	8.011	469.397	8.000	in_feel	n/a	n/a	n/a	n/a
479.722	2.003	479.671	2.000	in_stim	iaps	4470	5.87	4.81
481.725	2.005	481.671	2.000	in_prep	n/a	n/a	n/a	n/a
483.730	7.978	483.671	8.000	in_feel	n/a	n/a	n/a	n/a
496.086	1.980	496.026	2.000	ex_stim	iaps	7480	7.08	4.55
502.726	2.002	502.690	2.000	ex_stim	iaps	7224	4.45	2.81
507.801	2.004	507.765	2.000	ex_stim	iaps	1810	6.52	4.45
514.344	2.003	514.298	2.000	ex_stim	iaps	9390	3.67	4.14
521.426	2.004	521.400	2.000	ex_stim	iaps	8030	7.33	7.35
