onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.034	1.994	12.000	2.000	in_stim	iaps	5510	5.15	2.82
14.028	1.977	14.000	2.000	in_prep	n/a	n/a	n/a	n/a
16.005	8.013	16.000	8.000	in_feel	n/a	n/a	n/a	n/a
26.411	2.012	26.404	2.000	ex_stim	iaps	4598	6.33	5.53
31.617	2.026	31.615	2.000	ex_stim	iaps	2040	8.17	4.64
36.141	1.979	36.117	2.000	in_stim	iaps	8033	6.66	5.01
38.120	2.015	38.117	2.000	in_prep	n/a	n/a	n/a	n/a
40.135	7.992	40.117	8.000	in_feel	n/a	n/a	n/a	n/a
52.116	2.014	52.116	2.000	in_stim	iaps	7283	5.5	3.81
54.130	2.012	54.116	2.000	in_prep	n/a	n/a	n/a	n/a
56.142	7.992	56.116	8.000	in_feel	n/a	n/a	n/a	n/a
69.173	2.016	69.162	2.000	ex_stim	iaps	7492	7.41	4.91
75.856	1.979	75.828	2.000	ex_stim	iaps	5950	5.99	6.79
82.343	1.978	82.314	2.000	ex_stim	iaps	4597	6.95	5.91
87.097	2.014	87.072	2.000	ex_stim	iaps	5010	7.14	3
92.789	1.984	92.767	2.000	ex_stim	iaps	2095	1.79	5.25
100.613	1.982	100.586	2.000	ex_stim	iaps	8158	6.53	6.49
105.132	2.016	105.126	2.000	in_stim	iaps	3063	1.49	6.35
107.148	2.015	107.126	2.000	in_prep	n/a	n/a	n/a	n/a
109.163	7.990	109.126	8.000	in_feel	n/a	n/a	n/a	n/a
121.386	1.998	121.364	2.000	ex_stim	iaps	2217	6.24	4.08
125.569	2.009	125.555	2.000	in_stim	iaps	9322	2.24	5.73
127.578	2.012	127.555	2.000	in_prep	n/a	n/a	n/a	n/a
129.590	8.004	129.555	8.000	in_feel	n/a	n/a	n/a	n/a
140.341	2.014	140.337	2.000	ex_stim	iaps	2352	6.94	4.99
146.379	2.014	146.371	2.000	ex_stim	iaps	8190	8.1	6.28
152.105	1.983	152.067	2.000	ex_stim	iaps	1301	3.7	5.77
159.819	1.980	159.784	2.000	ex_stim	iaps	9415	2.82	4.91
166.244	1.976	166.213	2.000	ex_stim	iaps	9184	2.47	5.75
171.762	2.011	171.736	2.000	ex_stim	iaps	5760	8.05	3.22
175.992	2.013	175.971	2.000	ex_stim	iaps	1620	7.37	3.54
182.169	2.014	182.144	2.000	ex_stim	iaps	5833	8.22	5.71
188.288	1.979	188.249	2.000	ex_stim	iaps	6550	2.73	7.09
195.868	2.016	195.835	2.000	ex_stim	iaps	5395	5.34	4.23
202.812	1.984	202.775	2.000	ex_stim	iaps	8200	7.54	6.35
209.214	1.980	209.164	2.000	ex_stim	iaps	3102	1.4	6.58
216.620	1.982	216.586	2.000	ex_stim	iaps	6563	1.77	6.85
221.031	1.979	220.992	2.000	in_stim	iaps	7010	4.94	1.76
223.010	2.014	222.992	2.000	in_prep	n/a	n/a	n/a	n/a
225.024	7.992	224.992	8.000	in_feel	n/a	n/a	n/a	n/a
237.247	2.011	237.216	2.000	ex_stim	iaps	2222	7.11	4.08
242.446	2.016	242.427	2.000	in_stim	iaps	8341	6.25	6.4
244.462	1.984	244.427	2.000	in_prep	n/a	n/a	n/a	n/a
246.446	7.994	246.427	8.000	in_feel	n/a	n/a	n/a	n/a
260.200	2.010	260.175	2.000	ex_stim	iaps	9220	2.06	4
265.892	1.979	265.853	2.000	in_stim	iaps	9145	3.2	5.05
267.871	2.014	267.853	2.000	in_prep	n/a	n/a	n/a	n/a
269.885	7.986	269.853	8.000	in_feel	n/a	n/a	n/a	n/a
279.989	2.015	279.955	2.000	ex_stim	iaps	4490	6.27	6.06
284.919	2.015	284.898	2.000	in_stim	iaps	9402	4.48	5.07
286.934	1.978	286.898	2.000	in_prep	n/a	n/a	n/a	n/a
288.912	8.014	288.898	8.000	in_feel	n/a	n/a	n/a	n/a
301.929	2.015	301.894	2.000	in_stim	iaps	6231	2.49	6.82
303.944	1.986	303.894	2.000	in_prep	n/a	n/a	n/a	n/a
305.930	8.002	305.894	8.000	in_feel	n/a	n/a	n/a	n/a
319.492	2.015	319.474	2.000	ex_stim	iaps	5020	6.32	2.63
326.441	1.977	326.397	2.000	ex_stim	iaps	4235	5.39	5.29
331.574	2.012	331.547	2.000	ex_stim	iaps	8186	7.01	6.84
338.732	2.014	338.720	2.000	ex_stim	iaps	7217	4.82	2.43
343.661	1.979	343.632	2.000	ex_stim	iaps	9102	3.34	4.84
349.839	2.011	349.818	2.000	ex_stim	iaps	3000	1.45	7.26
355.180	1.978	355.137	2.000	ex_stim	iaps	2271	4.2	3.74
361.841	2.014	361.825	2.000	ex_stim	iaps	1333	6.11	3.17
368.653	2.013	368.623	2.000	in_stim	iaps	4668	6.67	7.13
370.666	1.982	370.623	2.000	in_prep	n/a	n/a	n/a	n/a
372.648	7.994	372.623	8.000	in_feel	n/a	n/a	n/a	n/a
384.944	2.016	384.920	2.000	ex_stim	iaps	9426	3.08	5.28
391.755	2.018	391.717	2.000	ex_stim	iaps	9700	4.77	3.21
399.371	2.011	399.326	2.000	in_stim	iaps	4008	5.91	5.66
401.382	1.976	401.326	2.000	in_prep	n/a	n/a	n/a	n/a
403.358	8.013	403.326	8.000	in_feel	n/a	n/a	n/a	n/a
415.323	2.011	415.285	2.000	ex_stim	iaps	4649	5.77	5.99
420.387	2.015	420.343	2.000	ex_stim	iaps	2302	6.43	3.64
427.139	2.016	427.098	2.000	in_stim	iaps	2320	6.17	2.9
429.155	1.978	429.098	2.000	in_prep	n/a	n/a	n/a	n/a
431.133	7.999	431.098	8.000	in_feel	n/a	n/a	n/a	n/a
444.481	2.012	444.451	2.000	ex_stim	iaps	8231	3.77	5.24
452.395	2.015	452.347	2.000	ex_stim	iaps	4220	8.02	7.17
459.903	2.011	459.843	2.000	ex_stim	iaps	2795	3.92	4.7
465.456	1.977	465.397	2.000	in_stim	iaps	9000	2.55	4.06
467.433	2.014	467.397	2.000	in_prep	n/a	n/a	n/a	n/a
469.447	7.984	469.397	8.000	in_feel	n/a	n/a	n/a	n/a
479.721	2.013	479.671	2.000	in_stim	iaps	4470	5.87	4.81
481.734	1.979	481.671	2.000	in_prep	n/a	n/a	n/a	n/a
483.713	7.996	483.671	8.000	in_feel	n/a	n/a	n/a	n/a
496.061	2.011	496.026	2.000	ex_stim	iaps	7480	7.08	4.55
502.722	2.014	502.690	2.000	ex_stim	iaps	7224	4.45	2.81
507.824	1.980	507.765	2.000	ex_stim	iaps	1810	6.52	4.45
514.322	2.020	514.298	2.000	ex_stim	iaps	9390	3.67	4.14
521.426	2.014	521.400	2.000	ex_stim	iaps	8030	7.33	7.35
