onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.025	1.986	12.000	2.000	in_stim	iaps	5510	5.15	2.82
14.011	2.020	14.000	2.000	in_prep	n/a	n/a	n/a	n/a
16.031	7.975	16.000	8.000	in_feel	n/a	n/a	n/a	n/a
26.401	2.020	26.404	2.000	ex_stim	iaps	4598	6.33	5.53
31.639	1.985	31.615	2.000	ex_stim	iaps	2040	8.17	4.64
36.124	2.019	36.117	2.000	in_stim	iaps	8033	6.66	5.01
38.143	1.985	38.117	2.000	in_prep	n/a	n/a	n/a	n/a
40.128	8.011	40.117	8.000	in_feel	n/a	n/a	n/a	n/a
52.118	2.020	52.116	2.000	in_stim	iaps	7283	5.5	3.81
54.138	1.985	54.116	2.000	in_prep	n/a	n/a	n/a	n/a
56.123	8.011	56.116	8.000	in_feel	n/a	n/a	n/a	n/a
69.167	2.020	69.162	2.000	ex_stim	iaps	7492	7.41	4.91
75.841	2.020	75.828	2.000	ex_stim	iaps	5950	5.99	6.79
82.322	2.021	82.314	2.000	ex_stim	iaps	4597	6.95	5.91
87.081	2.020	87.072	2.000	ex_stim	iaps	5010	7.14	3
92.799	1.985	92.767	2.000	ex_stim	iaps	2095	1.79	5.25
100.603	2.019	100.586	2.000	ex_stim	iaps	8158	6.53	6.49
105.155	1.985	105.126	2.000	in_stim	iaps	3063	1.49	6.35
107.140	1.992	107.126	2.000	in_prep	n/a	n/a	n/a	n/a
109.132	8.013	109.126	8.000	in_feel	n/a	n/a	n/a	n/a
121.394	1.986	121.364	2.000	ex_stim	iaps	2217	6.24	4.08
125.569	2.021	125.555	2.000	in_stim	iaps	9322	2.24	5.73
127.590	1.986	127.555	2.000	in_prep	n/a	n/a	n/a	n/a
129.576	8.012	129.555	8.000	in_feel	n/a	n/a	n/a	n/a
140.372	1.987	140.337	2.000	ex_stim	iaps	2352	6.94	4.99
146.399	1.986	146.371	2.000	ex_stim	iaps	8190	8.1	6.28
152.082	2.020	152.067	2.000	ex_stim	iaps	1301	3.7	5.77
159.819	1.985	159.784	2.000	ex_stim	iaps	9415	2.82	4.91
166.220	2.021	166.213	2.000	ex_stim	iaps	9184	2.47	5.75
171.772	1.985	171.736	2.000	ex_stim	iaps	5760	8.05	3.22
175.981	2.020	175.971	2.000	ex_stim	iaps	1620	7.37	3.54
182.179	1.986	182.144	2.000	ex_stim	iaps	5833	8.22	5.71
188.271	2.020	188.249	2.000	ex_stim	iaps	6550	2.73	7.09
195.872	1.987	195.835	2.000	ex_stim	iaps	5395	5.34	4.23
202.804	2.019	202.775	2.000	ex_stim	iaps	8200	7.54	6.35
209.209	1.985	209.164	2.000	ex_stim	iaps	3102	1.4	6.58
216.606	2.020	216.586	2.000	ex_stim	iaps	6563	1.77	6.85
221.021	2.020	220.992	2.000	in_stim	iaps	7010	4.94	1.76
223.041	1.986	222.992	2.000	in_prep	n/a	n/a	n/a	n/a
225.027	7.991	224.992	8.000	in_feel	n/a	n/a	n/a	n/a
237.262	1.987	237.216	2.000	ex_stim	iaps	2222	7.11	4.08
242.469	1.987	242.427	2.000	in_stim	iaps	8341	6.25	6.4
244.456	1.986	244.427	2.000	in_prep	n/a	n/a	n/a	n/a
246.442	8.011	246.427	8.000	in_feel	n/a	n/a	n/a	n/a
260.213	1.992	260.175	2.000	ex_stim	iaps	9220	2.06	4
265.872	2.020	265.853	2.000	in_stim	iaps	9145	3.2	5.05
267.892	1.986	267.853	2.000	in_prep	n/a	n/a	n/a	n/a
269.878	8.009	269.853	8.000	in_feel	n/a	n/a	n/a	n/a
279.977	2.014	279.955	2.000	ex_stim	iaps	4490	6.27	6.06
284.935	1.985	284.898	2.000	in_stim	iaps	9402	4.48	5.07
286.920	2.021	286.898	2.000	in_prep	n/a	n/a	n/a	n/a
288.941	7.984	288.898	8.000	in_feel	n/a	n/a	n/a	n/a
301.924	1.987	301.894	2.000	in_stim	iaps	6231	2.49	6.82
303.911	2.020	303.894	2.000	in_prep	n/a	n/a	n/a	n/a
305.931	8.010	305.894	8.000	in_feel	n/a	n/a	n/a	n/a
319.495	2.000	319.474	2.000	ex_stim	iaps	5020	6.32	2.63
326.428	1.986	326.397	2.000	ex_stim	iaps	4235	5.39	5.29
331.582	1.987	331.547	2.000	ex_stim	iaps	8186	7.01	6.84
338.738	2.022	338.720	2.000	ex_stim	iaps	7217	4.82	2.43
343.670	1.986	343.632	2.000	ex_stim	iaps	9102	3.34	4.84
349.833	2.025	349.818	2.000	ex_stim	iaps	3000	1.45	7.26
355.179	1.986	355.137	2.000	ex_stim	iaps	2271	4.2	3.74
361.856	1.986	361.825	2.000	ex_stim	iaps	1333	6.11	3.17
368.669	1.984	368.623	2.000	in_stim	iaps	4668	6.67	7.13
370.653	2.021	370.623	2.000	in_prep	n/a	n/a	n/a	n/a
372.674	7.988	372.623	8.000	in_feel	n/a	n/a	n/a	n/a
384.942	2.020	384.920	2.000	ex_stim	iaps	9426	3.08	5.28
391.756	1.987	391.717	2.000	ex_stim	iaps	9700	4.77	3.21
399.358	2.019	399.326	2.000	in_stim	iaps	4008	5.91	5.66
401.377	1.986	401.326	2.000	in_prep	n/a	n/a	n/a	n/a
403.363	8.018	403.326	8.000	in_feel	n/a	n/a	n/a	n/a
415.319	2.019	415.285	2.000	ex_stim	iaps	4649	5.77	5.99
420.385	2.020	420.343	2.000	ex_stim	iaps	2302	6.43	3.64
427.130	2.022	427.098	2.000	in_stim	iaps	2320	6.17	2.9
429.152	1.987	429.098	2.000	in_prep	n/a	n/a	n/a	n/a
431.139	8.014	431.098	8.000	in_feel	n/a	n/a	n/a	n/a
444.505	1.987	444.451	2.000	ex_stim	iaps	8231	3.77	5.24
452.385	2.020	452.347	2.000	ex_stim	iaps	4220	8.02	7.17
459.882	2.019	459.843	2.000	ex_stim	iaps	2795	3.92	4.7
465.463	1.986	465.397	2.000	in_stim	iaps	9000	2.55	4.06
467.449	1.984	467.397	2.000	in_prep	n/a	n/a	n/a	n/a
469.433	8.017	469.397	8.000	in_feel	n/a	n/a	n/a	n/a
479.709	2.018	479.671	2.000	in_stim	iaps	4470	5.87	4.81
481.727	1.985	481.671	2.000	in_prep	n/a	n/a	n/a	n/a
483.712	8.012	483.671	8.000	in_feel	n/a	n/a	n/a	n/a
496.069	1.988	496.026	2.000	ex_stim	iaps	7480	7.08	4.55
502.724	2.020	502.690	2.000	ex_stim	iaps	7224	4.45	2.81
507.823	1.988	507.765	2.000	ex_stim	iaps	1810	6.52	4.45
514.333	2.020	514.298	2.000	ex_stim	iaps	9390	3.67	4.14
521.420	2.020	521.400	2.000	ex_stim	iaps	8030	7.33	7.35
