onset	duration	dsgn_onset	dsgn_duration	trial_type	database	identifier	valence	arousal
12.009	2.022	12.000	2.000	ex_stim	iaps	1750	8.28	4.1
16.398	1.998	16.368	2.000	ex_stim	iaps	5982	7.61	4.51
21.303	2.023	21.297	2.000	in_stim	iaps	2210	4.38	3.56
23.326	1.990	23.297	2.000	in_prep	n/a	n/a	n/a	n/a
25.316	7.991	25.297	8.000	in_feel	n/a	n/a	n/a	n/a
35.538	2.022	35.528	2.000	in_stim	iaps	1630	7.26	4.45
37.560	1.989	37.528	2.000	in_prep	n/a	n/a	n/a	n/a
39.549	7.991	39.528	8.000	in_feel	n/a	n/a	n/a	n/a
52.757	1.989	52.726	2.000	ex_stim	iaps	2540	7.63	3.97
58.553	1.989	58.518	2.000	ex_stim	iaps	9120	3.2	5.77
62.805	1.988	62.784	2.000	ex_stim	iaps	4641	7.2	5.43
70.723	1.990	70.686	2.000	ex_stim	iaps	7100	5.24	2.89
75.938	1.995	75.906	2.000	ex_stim	iaps	2520	4.13	4.22
80.754	1.995	80.740	2.000	ex_stim	iaps	1050	3.46	6.87
87.213	1.988	87.202	2.000	in_stim	iaps	5623	7.19	5.67
89.201	2.025	89.202	2.000	in_prep	n/a	n/a	n/a	n/a
91.226	7.979	91.202	8.000	in_feel	n/a	n/a	n/a	n/a
104.383	1.997	104.377	2.000	in_stim	iaps	1710	8.34	5.41
106.380	1.994	106.377	2.000	in_prep	n/a	n/a	n/a	n/a
108.374	8.023	108.377	8.000	in_feel	n/a	n/a	n/a	n/a
121.090	1.986	121.066	2.000	in_stim	iaps	9623	3.04	6.05
123.076	1.989	123.066	2.000	in_prep	n/a	n/a	n/a	n/a
125.065	8.025	125.066	8.000	in_feel	n/a	n/a	n/a	n/a
135.936	1.994	135.927	2.000	ex_stim	iaps	4503	6	4.93
142.631	2.025	142.639	2.000	ex_stim	iaps	9832	2.94	4.46
147.055	2.023	147.055	2.000	ex_stim	iaps	9360	4.03	2.63
153.844	1.990	153.832	2.000	ex_stim	iaps	7175	4.87	1.72
161.076	2.022	161.076	2.000	ex_stim	iaps	4619	6.46	5.09
168.930	2.025	168.939	2.000	ex_stim	iaps	3310	4.37	5.43
176.266	1.992	176.255	2.000	ex_stim	iaps	1022	4.26	6.02
183.779	2.021	183.780	2.000	ex_stim	iaps	2020	5.68	3.34
190.084	1.988	190.061	2.000	ex_stim	iaps	6300	2.59	6.61
197.763	1.991	197.739	2.000	ex_stim	iaps	7211	4.81	4.2
202.131	2.023	202.128	2.000	ex_stim	iaps	9331	2.87	3.85
206.520	1.989	206.496	2.000	ex_stim	iaps	9622	3.1	6.26
213.309	1.991	213.305	2.000	in_stim	iaps	1610	7.82	3.08
215.300	2.026	215.305	2.000	in_prep	n/a	n/a	n/a	n/a
217.326	7.989	217.305	8.000	in_feel	n/a	n/a	n/a	n/a
227.818	1.994	227.816	2.000	ex_stim	iaps	4531	5.81	4.28
234.373	1.989	234.350	2.000	ex_stim	iaps	3250	3.78	6.29
242.256	2.022	242.263	2.000	in_stim	iaps	3170	1.46	7.21
244.278	1.990	244.263	2.000	in_prep	n/a	n/a	n/a	n/a
246.268	7.990	246.263	8.000	in_feel	n/a	n/a	n/a	n/a
257.547	1.993	257.531	2.000	ex_stim	iaps	9254	2.03	6.04
263.831	1.989	263.812	2.000	ex_stim	iaps	8475	4.85	6.52
269.012	2.023	269.024	2.000	ex_stim	iaps	4626	7.6	5.78
274.360	2.023	274.371	2.000	in_stim	iaps	5972	3.85	6.34
276.383	1.987	276.371	2.000	in_prep	n/a	n/a	n/a	n/a
278.370	8.020	278.371	8.000	in_feel	n/a	n/a	n/a	n/a
290.885	2.023	290.893	2.000	in_stim	iaps	5920	5.16	6.23
292.908	1.988	292.893	2.000	in_prep	n/a	n/a	n/a	n/a
294.896	7.988	294.893	8.000	in_feel	n/a	n/a	n/a	n/a
308.372	1.988	308.353	2.000	ex_stim	iaps	9435	2.27	5
313.241	2.003	313.242	2.000	in_stim	iaps	2060	6.49	3.8
315.244	2.006	315.242	2.000	in_prep	n/a	n/a	n/a	n/a
317.250	8.002	317.242	8.000	in_feel	n/a	n/a	n/a	n/a
328.784	1.988	328.764	2.000	ex_stim	iaps	1931	4	6.8
333.652	1.988	333.629	2.000	ex_stim	iaps	4800	6.44	7.07
339.410	1.989	339.398	2.000	in_stim	iaps	8501	7.91	6.44
341.399	2.021	341.398	2.000	in_prep	n/a	n/a	n/a	n/a
343.420	7.991	343.398	8.000	in_feel	n/a	n/a	n/a	n/a
355.388	1.989	355.375	2.000	ex_stim	iaps	7043	5.17	3.68
362.452	1.989	362.429	2.000	ex_stim	iaps	7285	5.67	3.83
367.047	1.988	367.043	2.000	ex_stim	iaps	9163	2.1	6.53
374.589	2.022	374.596	2.000	in_stim	iaps	5000	7.08	2.67
376.611	1.988	376.596	2.000	in_prep	n/a	n/a	n/a	n/a
378.599	8.014	378.596	8.000	in_feel	n/a	n/a	n/a	n/a
392.444	1.988	392.444	2.000	ex_stim	iaps	2279	4.71	3.74
400.225	2.022	400.233	2.000	ex_stim	iaps	5750	6.6	3.14
405.811	2.022	405.813	2.000	ex_stim	iaps	2058	7.91	5.09
412.954	1.989	412.935	2.000	ex_stim	iaps	4770	4.91	5.85
420.290	2.023	420.291	2.000	ex_stim	iaps	8160	5.07	6.97
427.351	1.988	427.341	2.000	ex_stim	iaps	2722	3.47	3.52
432.905	1.988	432.897	2.000	ex_stim	iaps	3500	2.21	6.99
438.288	1.994	438.277	2.000	ex_stim	iaps	4550	4.95	5
446.190	2.023	446.186	2.000	ex_stim	iaps	7490	5.52	2.42
453.423	1.992	453.401	2.000	ex_stim	iaps	3015	1.52	5.9
457.678	1.994	457.683	2.000	in_stim	iaps	9090	3.56	3.97
459.672	2.027	459.683	2.000	in_prep	n/a	n/a	n/a	n/a
461.699	7.987	461.683	8.000	in_feel	n/a	n/a	n/a	n/a
474.350	1.990	474.342	2.000	ex_stim	iaps	2205	1.95	4.53
481.517	2.022	481.521	2.000	ex_stim	iaps	7031	4.52	2.03
488.510	1.988	488.501	2.000	ex_stim	iaps	2351	5.49	4.74
494.507	1.989	494.503	2.000	in_stim	iaps	8185	7.57	7.27
496.496	2.022	496.503	2.000	in_prep	n/a	n/a	n/a	n/a
498.518	8.001	498.503	8.000	in_feel	n/a	n/a	n/a	n/a
511.558	1.988	511.543	2.000	ex_stim	iaps	6930	4.39	4.88
517.796	2.022	517.804	2.000	in_stim	iaps	1460	8.21	4.31
519.818	1.990	519.804	2.000	in_prep	n/a	n/a	n/a	n/a
521.808	7.986	521.804	8.000	in_feel	n/a	n/a	n/a	n/a
